date,fired comey
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.06932773109243698
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.06932773109243698
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.03466386554621849
2017-03-04,0.0
2017-03-05,0.06932773109243698
2017-03-06,0.20798319327731093
2017-03-07,0.03466386554621849
2017-03-08,0.09243697478991597
2017-03-09,0.11554621848739496
2017-03-10,0.05777310924369748
2017-03-11,0.03466386554621849
2017-03-12,0.17331932773109243
2017-03-13,0.09243697478991597
2017-03-14,0.707983193277311
2017-03-15,0.03466386554621849
2017-03-16,0.0
2017-03-17,0.03466386554621849
2017-03-18,0.20798319327731093
2017-03-19,0.13865546218487396
2017-03-20,0.7426470588235294
2017-03-21,0.8235294117647058
2017-03-22,0.11554621848739496
2017-03-23,0.18487394957983194
2017-03-24,0.09243697478991597
2017-03-25,0.17331932773109243
2017-03-26,0.0
2017-03-27,0.09243697478991597
2017-03-28,0.7657563025210083
2017-03-29,2.65546218487395
2017-03-30,1.5892857142857144
2017-03-31,0.6617647058823529
2017-04-01,1.0661764705882353
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,74.0
2017-05-10,100.0
2017-05-11,33.0
2017-05-12,16.0
2017-05-13,8.0
2017-05-14,5.0
2017-05-15,6.0
2017-05-16,3.0
2017-05-17,4.0
2017-05-18,4.0
2017-05-19,4.0
2017-05-20,2.0
2017-05-21,2.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,0.0
2017-05-26,1.0
2017-05-27,1.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,1.0
2017-06-01,1.0
2017-06-02,1.0
2017-06-03,1.0
