date,putin protest
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,22.0
2017-02-24,12.0
2017-02-25,0.0
2017-02-26,13.0
2017-02-27,0.0
2017-02-28,11.0
2017-03-01,20.63588390501319
2017-03-02,4.135883905013192
2017-03-03,4.135883905013192
2017-03-04,73.31134564643799
2017-03-05,4.511873350923483
2017-03-06,4.135883905013192
2017-03-07,7.895778364116095
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,4.135883905013192
2017-03-11,0.0
2017-03-12,4.511873350923483
2017-03-13,0.0
2017-03-14,9.635883905013191
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,11.011873350923484
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,4.135883905013192
2017-03-24,0.0
2017-03-25,4.8878627968337724
2017-03-26,40.287598944591025
2017-03-27,43.68337730870712
2017-03-28,26.651715039577837
2017-03-29,4.135883905013192
2017-03-30,4.135883905013192
2017-03-31,4.135883905013192
2017-04-01,4.8878627968337724
2017-04-02,0.0
2017-04-03,8.271767810026384
2017-04-04,8.271767810026384
2017-04-05,12.031662269129287
2017-04-06,8.271767810026384
2017-04-07,8.271767810026384
2017-04-08,9.775725593667545
2017-04-09,9.775725593667545
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,16.54353562005277
2017-04-13,9.023746701846965
2017-04-14,9.775725593667545
2017-04-15,0.0
2017-04-16,9.775725593667545
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,8.271767810026384
2017-04-20,8.271767810026384
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,9.775725593667545
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,8.271767810026384
2017-04-27,8.271767810026384
2017-04-28,8.271767810026384
2017-04-29,19.55145118733509
2017-04-30,9.775725593667545
2017-05-01,18.04749340369393
2017-05-02,8.271767810026384
2017-05-03,16.54353562005277
2017-05-04,0.0
2017-05-05,8.271767810026384
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,8.271767810026384
2017-05-09,8.271767810026384
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,8.271767810026384
2017-05-18,0.0
2017-05-19,8.271767810026384
2017-05-20,0.0
2017-05-21,9.775725593667545
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,9.775725593667545
2017-05-29,43.61477572559367
2017-05-30,75.19788918205805
2017-05-31,8.271767810026384
2017-06-01,0.0
2017-06-02,13.535620052770447
2017-06-03,0.0
