date,nothingburger
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,38.359154929577464
2017-03-03,19.838028169014084
2017-03-04,3.5774647887323945
2017-03-05,0.0
2017-03-06,3.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,94.71830985915493
2017-03-16,27.890845070422536
2017-03-17,3.130281690140845
2017-03-18,14.154929577464788
2017-03-19,3.5774647887323945
2017-03-20,22.338028169014084
2017-03-21,3.130281690140845
2017-03-22,0.0
2017-03-23,6.130281690140845
2017-03-24,7.077464788732394
2017-03-25,0.0
2017-03-26,7.077464788732394
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,6.26056338028169
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,6.26056338028169
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,8.049295774647888
2017-04-10,0.0
2017-04-11,6.26056338028169
2017-04-12,0.0
2017-04-13,7.154929577464789
2017-04-14,7.154929577464789
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,39.352112676056336
2017-04-21,0.0
2017-04-22,8.049295774647888
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,8.049295774647888
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,6.26056338028169
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,8.049295774647888
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,6.26056338028169
2017-05-12,0.0
2017-05-13,8.049295774647888
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,7.154929577464789
2017-05-30,6.26056338028169
2017-05-31,19.676056338028168
2017-06-01,33.09154929577465
2017-06-02,27.725352112676056
2017-06-03,8.049295774647888
