date,trump tower server
2017-02-14,0.0
2017-02-15,15.764439411098527
2017-02-16,30.74065685164213
2017-02-17,16.552661381653454
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,15.764439411098527
2017-02-21,14.976217440543602
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,18.129105322763305
2017-02-26,0.0
2017-02-27,15.764439411098527
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,22.870328425821064
2017-03-03,15.882219705549264
2017-03-04,69.96998867497169
2017-03-05,72.51698754246885
2017-03-06,52.35843714609287
2017-03-07,37.35843714609287
2017-03-08,52.35843714609287
2017-03-09,41.370328425821064
2017-03-10,89.41109852774632
2017-03-11,26.064552661381654
2017-03-12,34.34088335220838
2017-03-13,14.9881087202718
2017-03-14,7.488108720271801
2017-03-15,22.4881087202718
2017-03-16,7.5
2017-03-17,31.65855039637599
2017-03-18,26.39977349943375
2017-03-19,0.0
2017-03-20,7.488108720271801
2017-03-21,14.9881087202718
2017-03-22,14.9881087202718
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,9.064552661381652
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,15.382219705549264
2017-03-31,0.0
2017-04-01,9.064552661381652
2017-04-02,0.0
2017-04-03,30.0
2017-04-04,15.0
2017-04-05,15.0
2017-04-06,15.0
2017-04-07,0.0
2017-04-08,18.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,16.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,15.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,18.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,15.0
2017-05-10,0.0
2017-05-11,15.0
2017-05-12,16.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,18.0
2017-05-21,18.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,15.0
2017-05-25,0.0
2017-05-26,25.0
2017-05-27,28.0
2017-05-28,18.0
2017-05-29,0.0
2017-05-30,30.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
