date,trump private server
2017-02-01,1.0
2017-02-02,0.0
2017-02-03,1.0
2017-02-04,3.0
2017-02-05,9.0
2017-02-06,4.0
2017-02-07,1.0
2017-02-08,3.0
2017-02-09,3.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,4.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,2.0
2017-02-19,2.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.17166212534059944
2017-03-02,0.08991825613079019
2017-03-03,1.8174386920980927
2017-03-04,0.8024523160762942
2017-03-05,0.09809264305177111
2017-03-06,0.1307901907356948
2017-03-07,0.08174386920980925
2017-03-08,0.08174386920980925
2017-03-09,0.08991825613079019
2017-03-10,0.1307901907356948
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.08991825613079019
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.08991825613079019
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.6716621253405994
2017-03-21,0.08991825613079019
2017-03-22,0.0
2017-03-23,0.08991825613079019
2017-03-24,0.0
2017-03-25,0.10626702997275203
2017-03-26,0.5
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.08991825613079019
2017-03-30,0.6798365122615804
2017-03-31,0.0
2017-04-01,0.09809264305177111
2017-04-02,0.21253405994550406
2017-04-03,0.0
2017-04-04,0.17983651226158037
2017-04-05,0.2615803814713896
2017-04-06,0.0
2017-04-07,0.37602179836512256
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.17983651226158037
2017-04-11,0.17983651226158037
2017-04-12,0.0
2017-04-13,0.17983651226158037
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.37602179836512256
2017-04-18,0.17983651226158037
2017-04-19,0.17983651226158037
2017-04-20,0.17983651226158037
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.17983651226158037
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.17983651226158037
2017-05-04,0.17983651226158037
2017-05-05,0.0
2017-05-06,0.21253405994550406
2017-05-07,0.0
2017-05-08,0.17983651226158037
2017-05-09,0.17983651226158037
2017-05-10,0.35967302452316074
2017-05-11,0.17983651226158037
2017-05-12,0.2779291553133515
2017-05-13,0.4087193460490463
2017-05-14,0.21253405994550406
2017-05-15,0.17983651226158037
2017-05-16,0.35967302452316074
2017-05-17,0.17983651226158037
2017-05-18,0.17983651226158037
2017-05-19,0.0
2017-05-20,0.3106267029972752
2017-05-21,0.21253405994550406
2017-05-22,0.17983651226158037
2017-05-23,0.17983651226158037
2017-05-24,0.0
2017-05-25,0.17983651226158037
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.21253405994550406
2017-05-29,0.17983651226158037
2017-05-30,0.17983651226158037
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.21253405994550406
