date,steve bannon
2017-01-26,4.0
2017-01-27,8.0
2017-01-28,5.0
2017-01-29,28.0
2017-01-30,35.0
2017-01-31,38.0
2017-02-01,22.0
2017-02-02,20.0
2017-02-03,19.0
2017-02-04,16.0
2017-02-05,33.0
2017-02-06,20.0
2017-02-07,19.0
2017-02-08,17.0
2017-02-09,14.0
2017-02-10,17.0
2017-02-11,13.0
2017-02-12,11.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,6.0
2017-02-16,6.0
2017-02-17,5.0
2017-02-18,5.0
2017-02-19,4.0
2017-02-20,3.0
2017-02-21,4.0
2017-02-22,5.0
2017-02-23,8.0
2017-02-24,15.0
2017-02-25,8.0
2017-02-26,6.0
2017-02-27,4.0
2017-02-28,3.0
2017-03-01,3.0238095238095237
2017-03-02,2.333333333333333
2017-03-03,1.9523809523809523
2017-03-04,1.9523809523809523
2017-03-05,2.333333333333333
2017-03-06,2.833333333333333
2017-03-07,3.0238095238095237
2017-03-08,2.142857142857143
2017-03-09,1.9523809523809523
2017-03-10,1.9523809523809523
2017-03-11,2.142857142857143
2017-03-12,2.142857142857143
2017-03-13,2.642857142857143
2017-03-14,2.142857142857143
2017-03-15,3.0238095238095237
2017-03-16,1.9523809523809523
2017-03-17,1.9523809523809523
2017-03-18,1.9523809523809523
2017-03-19,1.7619047619047619
2017-03-20,1.0714285714285714
2017-03-21,1.9523809523809523
2017-03-22,1.7619047619047619
2017-03-23,1.0714285714285714
2017-03-24,1.0714285714285714
2017-03-25,1.7619047619047619
2017-03-26,2.642857142857143
2017-03-27,1.9523809523809523
2017-03-28,1.0714285714285714
2017-03-29,1.0714285714285714
2017-03-30,1.2619047619047619
2017-03-31,1.9523809523809523
2017-04-01,2.142857142857143
2017-04-02,1.1428571428571428
2017-04-03,1.1428571428571428
2017-04-04,1.1428571428571428
2017-04-05,38.095238095238095
2017-04-06,20.19047619047619
2017-04-07,8.761904761904761
2017-04-08,6.095238095238095
2017-04-09,4.19047619047619
2017-04-10,3.0476190476190474
2017-04-11,2.2857142857142856
2017-04-12,6.095238095238095
2017-04-13,4.571428571428571
2017-04-14,3.0476190476190474
2017-04-15,3.0476190476190474
2017-04-16,7.619047619047619
2017-04-17,4.19047619047619
2017-04-18,2.2857142857142856
2017-04-19,1.5238095238095237
2017-04-20,1.1428571428571428
2017-04-21,1.1428571428571428
2017-04-22,1.1428571428571428
2017-04-23,1.1428571428571428
2017-04-24,1.9047619047619047
2017-04-25,1.5238095238095237
2017-04-26,1.1428571428571428
2017-04-27,0.7619047619047619
2017-04-28,0.7619047619047619
2017-04-29,1.1428571428571428
2017-04-30,1.9047619047619047
2017-05-01,2.2857142857142856
2017-05-02,1.5238095238095237
2017-05-03,3.0476190476190474
2017-05-04,2.6666666666666665
2017-05-05,1.1428571428571428
2017-05-06,0.7619047619047619
2017-05-07,1.1428571428571428
2017-05-08,0.7619047619047619
2017-05-09,1.1428571428571428
2017-05-10,0.7619047619047619
2017-05-11,0.7619047619047619
2017-05-12,0.7619047619047619
2017-05-13,0.7619047619047619
2017-05-14,1.1428571428571428
2017-05-15,1.1428571428571428
2017-05-16,1.1428571428571428
2017-05-17,1.1428571428571428
2017-05-18,1.1428571428571428
2017-05-19,1.1428571428571428
2017-05-20,1.1428571428571428
2017-05-21,2.6666666666666665
2017-05-22,1.5238095238095237
2017-05-23,1.1428571428571428
2017-05-24,1.9047619047619047
2017-05-25,1.1428571428571428
2017-05-26,1.1428571428571428
2017-05-27,1.1428571428571428
2017-05-28,1.1428571428571428
2017-05-29,1.1428571428571428
2017-05-30,1.5238095238095237
2017-05-31,1.1428571428571428
2017-06-01,1.5238095238095237
2017-06-02,2.2857142857142856
2017-06-03,1.5238095238095237
